Distance (m),2 h,4 h,6 h,8 h,10 h,12 h
0.06292585170340681,1.7943752585262009e-09,6.404744819820248e-08,2.3682437599400435e-07,9.013476851355685e-07,2.111687101715198e-06,2.766442542553863e-06
0.06332665330661323,1.646550291601981e-09,6.083887588527896e-08,2.2651067529585757e-07,8.80880844387293e-07,2.1127264970831676e-06,2.774124473819397e-06
0.06372745490981964,1.5188106233290011e-09,5.845378356203434e-08,2.1805651879534263e-07,8.602478565758015e-07,2.107239126685732e-06,2.7697125607197474e-06
0.06412825651302605,1.3984450471925659e-09,5.6203485397740205e-08,2.0990790862340157e-07,8.401610093420362e-07,2.0940443221084743e-06,2.759095981828526e-06
0.06452905811623247,1.285980140672568e-09,5.4115079154085054e-08,2.0220131872245008e-07,8.204074761686966e-07,2.074053419055915e-06,2.7429972434128728e-06
0.06492985971943888,1.1819424812489115e-09,5.221566259275758e-08,1.9507322303490483e-07,8.007744305384848e-07,2.048177753232575e-06,2.7221388517399305e-06
0.06533066132264528,1.0868586464014875e-09,5.053233347544628e-08,1.8866009550318167e-07,7.810490459341008e-07,2.017328660342974e-06,2.6972433130768404e-06
0.0657314629258517,1.00125521361019e-09,4.909218956383967e-08,1.8309841006969646e-07,7.610184958382442e-07,1.9824174760916305e-06,2.669033133690743e-06
0.06613226452905811,9.256587603549205e-10,4.792232861962638e-08,1.785246406768657e-07,7.40469953733617e-07,1.9443555361830667e-06,2.638230819848781e-06
0.06653306613226453,8.605958641155701e-10,4.704984840449494e-08,1.7507526126710521e-07,7.191905931029182e-07,1.9040541763218e-06,2.6055588778180944e-06
0.06693386773547094,8.065931023720394e-10,4.650184668013392e-08,1.728867457828313e-07,6.9696758742885e-07,1.8624247322123532e-06,2.5717398138658263e-06
0.06733466933867735,7.641770526042215e-10,4.6305421208231875e-08,1.7209556816645992e-07,6.735881101941122e-07,1.820378539559245e-06,2.537496134259117e-06
0.06773547094188377,7.303303132326333e-10,4.633730077538387e-08,1.7215893976148592e-07,6.474930580993876e-07,1.7709041014770701e-06,2.4984427091472985e-06
0.06813627254509018,7.007981046138067e-10,4.643493474942842e-08,1.723555331256267e-07,6.178065262433528e-07,1.7073284777215522e-06,2.4500191079685714e-06
0.06853707414829659,6.748874386024749e-10,4.659412631060324e-08,1.7267875103400663e-07,5.856361959156755e-07,1.6326389449341097e-06,2.393677401440742e-06
0.06893787575150301,6.519086712598661e-10,4.681082372650522e-08,1.7312265139949844e-07,5.520912974388523e-07,1.5498310061573599e-06,2.330874868529576e-06
0.06933867735470942,6.311721586472106e-10,4.708097526473124e-08,1.7368129213497494e-07,5.182810611353834e-07,1.461900164433928e-06,2.263068788200844e-06
0.06973947895791584,6.119882568257363e-10,4.7400529192878224e-08,1.7434873115330894e-07,4.853147173277644e-07,1.371841922806429e-06,2.1917164394203093e-06
0.07014028056112225,5.936673218566728e-10,4.776543377854304e-08,1.7511902636737315e-07,4.543014963384953e-07,1.2826517843174883e-06,2.1182751011537436e-06
