Time (h),BA_PVS_concentration_mmol_l,BA_outside_PVS_concentration_mmol_l,BA_peak_time_h,BA_lag_time_h,BA_FTA_time_h,MCA-L_PVS_concentration_mmol_l,MCA-L_outside_PVS_concentration_mmol_l,MCA-L_peak_time_h,MCA-L_lag_time_h,MCA-L_FTA_time_h,MCA-R_PVS_concentration_mmol_l,MCA-R_outside_PVS_concentration_mmol_l,MCA-R_peak_time_h,MCA-R_lag_time_h,MCA-R_FTA_time_h,MCA2-L_PVS_concentration_mmol_l,MCA2-L_outside_PVS_concentration_mmol_l,MCA2-L_peak_time_h,MCA2-L_lag_time_h,MCA2-L_FTA_time_h,MCA2-R_PVS_concentration_mmol_l,MCA2-R_outside_PVS_concentration_mmol_l,MCA2-R_peak_time_h,MCA2-R_lag_time_h,MCA2-R_FTA_time_h,ACA-A2_PVS_concentration_mmol_l,ACA-A2_outside_PVS_concentration_mmol_l,ACA-A2_peak_time_h,ACA-A2_lag_time_h,ACA-A2_FTA_time_h,ACA-A3_PVS_concentration_mmol_l,ACA-A3_outside_PVS_concentration_mmol_l,ACA-A3_peak_time_h,ACA-A3_lag_time_h,ACA-A3_FTA_time_h
7.1,0.006481719180081298,0.09464581126975487,,,,0.2830176045011214,1.5280635683537969,,,,0.11565275936123166,1.859651865675875,,,,1.122701862194438,2.421403004973553,,,,1.0418642876904527,2.3458606111460183,,,,1.2400085828120353,2.492917228985567,,,,2.471326318308776,5.463174244956639,,,
7.133333333333334,0.006425095768020047,0.0937956021932723,,,,0.27562999926404547,1.4934468791762867,,,,0.11316400522896775,1.8315984118146746,,,,1.0970956478619496,2.3852305002142704,,,,1.0247780966003834,2.320729538445475,,,,1.2154793241128354,2.4502433139082984,,,,2.432112047409158,5.406155007308036,,,
7.166666666666667,0.006369333722976876,0.09295939798628203,,,,0.2685108882971642,1.4597566153205348,,,,0.11076591387721062,1.8041077457296497,,,,1.0721383065940884,2.3492303655090594,,,,1.008021317146052,2.2956285017880176,,,,1.1915523876938947,2.4082123832819926,,,,2.393312537771081,5.3481359856789705,,,
7.2,0.006314400053010128,0.0921366350828693,,,,0.26164841370429265,1.426968211094183,,,,0.10845409260067006,1.7771665770726457,,,,1.0478132088734122,2.313418015684429,,,,0.9915879200918846,2.270567120416937,,,,1.168210852566987,2.3668248787145623,,,,2.3549283604356903,5.289178400827229,,,
7.233333333333333,0.006260264745647354,0.09132679803983972,,,,0.2550313083048617,1.3950576330501796,,,,0.10622439027132373,1.7507618877917945,,,,1.0241041244737086,2.2778083262425155,,,,0.975471991189754,2.245554746995444,,,,1.145438324130498,2.3260806226647035,,,,2.3169603154293403,5.2293440112745815,,,
7.266666666666667,0.0062069004889734455,0.09052941519644994,,,,0.2486488647609561,1.364001378414213,,,,0.10407288358263862,1.7248809350617156,,,,1.0009952178148258,2.242415623014721,,,,0.9596677250664399,2.220600466946069,,,,1.1232189181488277,2.2859788471614175,,,,2.2794093976746446,5.168694931016892,,,
7.3,0.006154282415597423,0.08974405468696196,,,,0.24249090623778383,1.3337764724667938,,,,0.10199586406350937,1.6995112531484267,,,,0.9784710426508781,2.2072536735461625,,,,0.9441694195936022,2.1957130979135786,,,,1.1015372448515106,2.2465182221040636,,,,2.242276763485563,5.107293452294883,,,
7.333333333333333,0.006102387867713083,0.08897032077825183,,,,0.23654775853969068,1.304360465004739,,,,0.09998982582151883,1.6746406543142112,,,,0.9565165361929144,2.1723356801839455,,,,0.9289714707284449,2.170901189380843,,,,1.0803783932172761,2.2076968831175434,,,,2.2055636978811517,5.045201874170528,,,
7.366666666666666,0.0060511961816197045,0.08820785050708244,,,,0.23081022366348236,1.275731425994599,,,,0.09805145397691806,1.6502572288601514,,,,0.935117012757721,2.1376742748322406,,,,0.9140683678103346,2.1461730224635636,,,,1.0597279154977048,2.169512458936631,,,,2.1692715829203735,4.98248233756078,,,
7.4,0.006000688490205489,0.08745631059379447,,,,0.2252695547108934,1.2478679405194866,,,,0.09617761375047498,1.6263493443968824,,,,0.9142581570255868,2.1032815153284043,,,,0.8994546892961295,2.121536609906164,,,,1.039571812025746,2.131962098293537,,,,2.1334018672301447,4.919196667289762,,,
7.433333333333334,0.005950847542019597,0.08671539461111137,,,,0.21991743210245357,1.2207491031106266,,,,0.09436534017005371,1.6029056444273218,,,,0.8939260169816416,2.069168883386802,,,,0.8851250989149568,2.0969996962976243,,,,1.0198965163460356,2.0950424962831766,,,,2.0979560368706105,4.855406221632556,,,
7.466666666666667,0.005901657535670296,0.08598482038850949,,,,0.214745941035719,1.194354511545794,,,,0.09261182836244825,1.5799150463187182,,,,0.8741069966077281,2.0353472840506694,,,,0.8710743422215234,2.072569758522429,,,,1.0006888806965886,2.058749920181515,,,,2.062935587655457,4.7911717497398545,,,
7.5,0.005853103968387628,0.08526432763419182,,,,0.20974755013179464,1.168664260188469,,,,0.09091442439860911,1.5573667387352892,,,,0.8547878483846623,2.001827046586974,,,,0.857297243525787,2.0482540064584596,,,,0.9819361618649451,2.023080234693566,,,,2.0283419990209253,4.726553257252194,,,
7.533333333333333,0.005805173497680685,0.08455367575814464,,,,0.20491509121524576,1.1436589329340052,,,,0.08927061666196136,1.5352501785970152,,,,0.8359556656581897,1.9686179267549426,,,,0.8437887031759057,2.024059383930303,,,,0.963626007436174,1.988028926609101,,,,1.9941767095149354,4.661609880336934,,,
7.566666666666666,0.0057578538151025595,0.0838526418810623,,,,0.20024174017383728,1.1193195958222852,,,,0.08767802771101861,1.5135550876247874,,,,0.8175978749158773,1.9357291103755436,,,,0.8305436951707778,1.999992569923457,,,,0.9457464424451474,1.953591128845853,,,,1.960441093957487,4.5963997683097695,,,
7.6,0.005711133531211636,0.08316101901510935,,,,0.19572099884601377,1.0956277893701578,,,,0.08613440660894842,1.4922714485270803,,,,0.799702228016616,1.9031692181266529,,,,0.8175572650781932,1.976059980061976,,,,0.9282858564412072,1.9197616438618823,,,,1.9271364423050337,4.530979974936097,,,
7.633333333333334,0.005665002070886521,0.08247861440356828,,,,0.19134667788561915,1.0725655206713944,,,,0.08463762169413944,1.4713895008786002,,,,0.7822567944093078,1.870946311486919,,,,0.8048245282345505,1.9522677683495147,,,,0.9112329909695865,1.8865349664208173,,,,1.8942639402349009,4.465406358446283,,,
